,state,WEBSITE,actlevel,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,season
23208,Hawaii,Hawaii's Influenza Surveillance Program,4,Low,Feb-18-2017,7,2016-17
23209,Idaho,Influenza,4,Low,Feb-18-2017,7,2016-17
23210,Nebraska,Weekly Flu Report,4,Low,Feb-18-2017,7,2016-17
23211,Wisconsin,Tracking Influenza in Wisconsin,4,Low,Feb-18-2017,7,2016-17
23212,Oregon,Influenza Disease Surveillance Data,5,Low,Feb-18-2017,7,2016-17
23213,Massachusetts,Influenza Surveillance Data,5,Low,Feb-18-2017,7,2016-17
23214,Florida,Weekly Influenza Surveillance Reports,5,Low,Feb-18-2017,7,2016-17
23215,Arizona,Influenza & RSV Surveillance,5,Low,Feb-18-2017,7,2016-17
23216,Iowa,Iowa Influenza Surveillance Network,6,Moderate,Feb-18-2017,7,2016-17
23217,North Dakota,Influenza,6,Moderate,Feb-18-2017,7,2016-17
23218,Ohio,Influenza Information,6,Moderate,Feb-18-2017,7,2016-17
23219,Wyoming,Influenza,6,Moderate,Feb-18-2017,7,2016-17
23220,New York City,Surveillance Data,6,Moderate,Feb-18-2017,7,2016-17
23221,West Virginia,Current Influenza Surveillance,6,Moderate,Feb-18-2017,7,2016-17
23222,Minnesota,Weekly Influenza Activity: Statistics,8,High,Feb-18-2017,7,2016-17
23223,Alaska,Influenza Surveillance Report,8,High,Feb-18-2017,7,2016-17
23224,Arkansas,Communicable Disease and Immunizations,10,High,Feb-18-2017,7,2016-17
23225,Alabama,Influenza Surveillance,10,High,Feb-18-2017,7,2016-17
23226,Georgia,Weekly Influenza Surveillance in Georgia,10,High,Feb-18-2017,7,2016-17
23227,Connecticut,Flu Statistics,10,High,Feb-18-2017,7,2016-17
23228,Illinois,Seasonal Influenza Surveillance Reports,10,High,Feb-18-2017,7,2016-17
23229,Indiana,Influenza in Indiana,10,High,Feb-18-2017,7,2016-17
23230,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,10,High,Feb-18-2017,7,2016-17
23231,Missouri,Influenza Data & Statistical Reports ,10,High,Feb-18-2017,7,2016-17
23232,New Jersey,Seasonal Influenza - Surveillance,10,High,Feb-18-2017,7,2016-17
23233,New Mexico,Flu in New Mexico,10,High,Feb-18-2017,7,2016-17
23234,New York,"Influenza Activity, Surveillance and Reports",10,High,Feb-18-2017,7,2016-17
23235,North Carolina,North Carolina Influenza Update,10,High,Feb-18-2017,7,2016-17
23236,Kansas,Influenza Information,10,High,Feb-18-2017,7,2016-17
23237,Kentucky,Influenza - Flu,10,High,Feb-18-2017,7,2016-17
23238,Louisiana,Influenza,10,High,Feb-18-2017,7,2016-17
23239,Michigan,Influenza Activity and Surveillance,10,High,Feb-18-2017,7,2016-17
23240,Maryland,Influenza Surveillance,10,High,Feb-18-2017,7,2016-17
23241,Virginia,Virginia Weekly Influenza Activity Report,10,High,Feb-18-2017,7,2016-17
23242,Oklahoma,Influenza Information,10,High,Feb-18-2017,7,2016-17
23243,Pennsylvania,Influenza Weekly Report ,10,High,Feb-18-2017,7,2016-17
23244,Rhode Island,Influenza Surveillance,10,High,Feb-18-2017,7,2016-17
23245,South Carolina,Influenza Activity and Surveillance,10,High,Feb-18-2017,7,2016-17
23246,South Dakota,Influenza Information,10,High,Feb-18-2017,7,2016-17
23247,Tennessee,Influenza-Like Illness Surveillance Summary Archive,10,High,Feb-18-2017,7,2016-17
23248,Texas,Influenza Surveillance,10,High,Feb-18-2017,7,2016-17
23249,Washington,Influenza Update,1,Minimal,Feb-25-2017,8,2016-17
23250,Vermont,Flu Activity,1,Minimal,Feb-25-2017,8,2016-17
23251,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Feb-25-2017,8,2016-17
23252,Maine,Weekly Surveillance Updates,1,Minimal,Feb-25-2017,8,2016-17
23253,Montana,Influenza: What You Need to Know,1,Minimal,Feb-25-2017,8,2016-17
23254,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",2,Minimal,Feb-25-2017,8,2016-17
23255,Idaho,Influenza,2,Minimal,Feb-25-2017,8,2016-17
23256,Puerto Rico,Puerto Rico Departamento de Salud,2,Minimal,Feb-25-2017,8,2016-17
23257,Wyoming,Influenza,3,Minimal,Feb-25-2017,8,2016-17
23258,Utah,Seasonal Influenza Weekly Update,3,Minimal,Feb-25-2017,8,2016-17
23259,Colorado,Influenza Surveillance,3,Minimal,Feb-25-2017,8,2016-17
23260,Nebraska,Weekly Flu Report,3,Minimal,Feb-25-2017,8,2016-17
23261,New Hampshire,Influenza Control and Surveillance,4,Low,Feb-25-2017,8,2016-17
23262,Oregon,Influenza Disease Surveillance Data,4,Low,Feb-25-2017,8,2016-17
23263,California,Influenza (Flu),4,Low,Feb-25-2017,8,2016-17
23264,Iowa,Iowa Influenza Surveillance Network,4,Low,Feb-25-2017,8,2016-17
23265,Hawaii,Hawaii's Influenza Surveillance Program,4,Low,Feb-25-2017,8,2016-17
23266,North Dakota,Influenza,5,Low,Feb-25-2017,8,2016-17
23267,West Virginia,Current Influenza Surveillance,5,Low,Feb-25-2017,8,2016-17
23268,Wisconsin,Tracking Influenza in Wisconsin,5,Low,Feb-25-2017,8,2016-17
23269,New York City,Surveillance Data,5,Low,Feb-25-2017,8,2016-17
23270,Florida,Weekly Influenza Surveillance Reports,5,Low,Feb-25-2017,8,2016-17
23271,Arizona,Influenza & RSV Surveillance,5,Low,Feb-25-2017,8,2016-17
23272,Massachusetts,Influenza Surveillance Data,6,Moderate,Feb-25-2017,8,2016-17
23273,Alaska,Influenza Surveillance Report,7,Moderate,Feb-25-2017,8,2016-17
23274,Minnesota,Weekly Influenza Activity: Statistics,8,High,Feb-25-2017,8,2016-17
23275,New Jersey,Seasonal Influenza - Surveillance,8,High,Feb-25-2017,8,2016-17
23276,Ohio,Influenza Information,8,High,Feb-25-2017,8,2016-17
23277,South Dakota,Influenza Information,8,High,Feb-25-2017,8,2016-17
23278,Pennsylvania,Influenza Weekly Report ,9,High,Feb-25-2017,8,2016-17
23279,Michigan,Influenza Activity and Surveillance,9,High,Feb-25-2017,8,2016-17
23280,Connecticut,Flu Statistics,9,High,Feb-25-2017,8,2016-17
23281,Arkansas,Communicable Disease and Immunizations,10,High,Feb-25-2017,8,2016-17
23282,Georgia,Weekly Influenza Surveillance in Georgia,10,High,Feb-25-2017,8,2016-17
23283,Illinois,Seasonal Influenza Surveillance Reports,10,High,Feb-25-2017,8,2016-17
23284,Indiana,Influenza in Indiana,10,High,Feb-25-2017,8,2016-17
23285,Kansas,Influenza Information,10,High,Feb-25-2017,8,2016-17
23286,Kentucky,Influenza - Flu,10,High,Feb-25-2017,8,2016-17
23287,Louisiana,Influenza,10,High,Feb-25-2017,8,2016-17
23288,Maryland,Influenza Surveillance,10,High,Feb-25-2017,8,2016-17
23289,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,10,High,Feb-25-2017,8,2016-17
23290,Missouri,Influenza Data & Statistical Reports ,10,High,Feb-25-2017,8,2016-17
23291,Rhode Island,Influenza Surveillance,10,High,Feb-25-2017,8,2016-17
23292,South Carolina,Influenza Activity and Surveillance,10,High,Feb-25-2017,8,2016-17
23293,New Mexico,Flu in New Mexico,10,High,Feb-25-2017,8,2016-17
23294,New York,"Influenza Activity, Surveillance and Reports",10,High,Feb-25-2017,8,2016-17
23295,North Carolina,North Carolina Influenza Update,10,High,Feb-25-2017,8,2016-17
23296,Tennessee,Influenza-Like Illness Surveillance Summary Archive,10,High,Feb-25-2017,8,2016-17
23297,Texas,Influenza Surveillance,10,High,Feb-25-2017,8,2016-17
23298,Oklahoma,Influenza Information,10,High,Feb-25-2017,8,2016-17
23299,Virginia,Virginia Weekly Influenza Activity Report,10,High,Feb-25-2017,8,2016-17
23300,Alabama,Influenza Surveillance,10,High,Feb-25-2017,8,2016-17
23301,Vermont,Flu Activity,1,Minimal,Jan-07-2017,1,2016-17
23302,West Virginia,Current Influenza Surveillance,1,Minimal,Jan-07-2017,1,2016-17
23303,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Jan-07-2017,1,2016-17
23304,Texas,Influenza Surveillance,1,Minimal,Jan-07-2017,1,2016-17
23305,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Jan-07-2017,1,2016-17
23306,Alaska,Influenza Surveillance Report,1,Minimal,Jan-07-2017,1,2016-17
23307,Connecticut,Flu Statistics,1,Minimal,Jan-07-2017,1,2016-17
23308,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jan-07-2017,1,2016-17
23309,Maine,Weekly Surveillance Updates,1,Minimal,Jan-07-2017,1,2016-17
23310,Maryland,Influenza Surveillance,1,Minimal,Jan-07-2017,1,2016-17
23311,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Jan-07-2017,1,2016-17
23312,Montana,Influenza: What You Need to Know,1,Minimal,Jan-07-2017,1,2016-17
23313,Nebraska,Weekly Flu Report,1,Minimal,Jan-07-2017,1,2016-17
23314,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jan-07-2017,1,2016-17
23315,Ohio,Influenza Information,1,Minimal,Jan-07-2017,1,2016-17
23316,North Carolina,North Carolina Influenza Update,2,Minimal,Jan-07-2017,1,2016-17
23317,New Mexico,Flu in New Mexico,2,Minimal,Jan-07-2017,1,2016-17
23318,Massachusetts,Influenza Surveillance Data,2,Minimal,Jan-07-2017,1,2016-17
23319,Arkansas,Communicable Disease and Immunizations,2,Minimal,Jan-07-2017,1,2016-17
23320,Florida,Weekly Influenza Surveillance Reports,2,Minimal,Jan-07-2017,1,2016-17
23321,South Dakota,Influenza Information,2,Minimal,Jan-07-2017,1,2016-17
23322,Rhode Island,Influenza Surveillance,2,Minimal,Jan-07-2017,1,2016-17
23323,Wyoming,Influenza,2,Minimal,Jan-07-2017,1,2016-17
23324,Indiana,Influenza in Indiana,3,Minimal,Jan-07-2017,1,2016-17
23325,Hawaii,Hawaii's Influenza Surveillance Program,3,Minimal,Jan-07-2017,1,2016-17
23326,Idaho,Influenza,3,Minimal,Jan-07-2017,1,2016-17
23327,Kentucky,Influenza - Flu,3,Minimal,Jan-07-2017,1,2016-17
23328,Michigan,Influenza Activity and Surveillance,3,Minimal,Jan-07-2017,1,2016-17
23329,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",4,Low,Jan-07-2017,1,2016-17
23330,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,4,Low,Jan-07-2017,1,2016-17
23331,North Dakota,Influenza,4,Low,Jan-07-2017,1,2016-17
23332,Kansas,Influenza Information,4,Low,Jan-07-2017,1,2016-17
23333,Pennsylvania,Influenza Weekly Report ,4,Low,Jan-07-2017,1,2016-17
23334,Washington,Influenza Update,4,Low,Jan-07-2017,1,2016-17
23335,Tennessee,Influenza-Like Illness Surveillance Summary Archive,5,Low,Jan-07-2017,1,2016-17
23336,Illinois,Seasonal Influenza Surveillance Reports,5,Low,Jan-07-2017,1,2016-17
23337,Arizona,Influenza & RSV Surveillance,5,Low,Jan-07-2017,1,2016-17
23338,Colorado,Influenza Surveillance,5,Low,Jan-07-2017,1,2016-17
23339,California,Influenza (Flu),6,Moderate,Jan-07-2017,1,2016-17
23340,Louisiana,Influenza,6,Moderate,Jan-07-2017,1,2016-17
23341,Virginia,Virginia Weekly Influenza Activity Report,6,Moderate,Jan-07-2017,1,2016-17
23342,Utah,Seasonal Influenza Weekly Update,7,Moderate,Jan-07-2017,1,2016-17
23343,Alabama,Influenza Surveillance,7,Moderate,Jan-07-2017,1,2016-17
23344,New York,"Influenza Activity, Surveillance and Reports",7,Moderate,Jan-07-2017,1,2016-17
23345,Georgia,Weekly Influenza Surveillance in Georgia,8,High,Jan-07-2017,1,2016-17
23346,New York City,Surveillance Data,8,High,Jan-07-2017,1,2016-17
23347,South Carolina,Influenza Activity and Surveillance,9,High,Jan-07-2017,1,2016-17
23348,Missouri,Influenza Data & Statistical Reports ,9,High,Jan-07-2017,1,2016-17
23349,New Jersey,Seasonal Influenza - Surveillance,10,High,Jan-07-2017,1,2016-17
23350,Oklahoma,Influenza Information,10,High,Jan-07-2017,1,2016-17
23351,Oregon,Influenza Disease Surveillance Data,10,High,Jan-07-2017,1,2016-17
23352,Puerto Rico,Puerto Rico Departamento de Salud,10,High,Jan-07-2017,1,2016-17
23353,Vermont,Flu Activity,1,Minimal,Jan-14-2017,2,2016-17
23354,West Virginia,Current Influenza Surveillance,1,Minimal,Jan-14-2017,2,2016-17
23355,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Jan-14-2017,2,2016-17
23356,Maine,Weekly Surveillance Updates,1,Minimal,Jan-14-2017,2,2016-17
23357,Maryland,Influenza Surveillance,1,Minimal,Jan-14-2017,2,2016-17
23358,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Jan-14-2017,2,2016-17
23359,Montana,Influenza: What You Need to Know,1,Minimal,Jan-14-2017,2,2016-17
23360,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jan-14-2017,2,2016-17
23361,North Dakota,Influenza,1,Minimal,Jan-14-2017,2,2016-17
23362,Ohio,Influenza Information,1,Minimal,Jan-14-2017,2,2016-17
23363,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Jan-14-2017,2,2016-17
23364,Connecticut,Flu Statistics,1,Minimal,Jan-14-2017,2,2016-17
23365,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jan-14-2017,2,2016-17
23366,Indiana,Influenza in Indiana,2,Minimal,Jan-14-2017,2,2016-17
23367,North Carolina,North Carolina Influenza Update,2,Minimal,Jan-14-2017,2,2016-17
23368,New Mexico,Flu in New Mexico,2,Minimal,Jan-14-2017,2,2016-17
23369,Nebraska,Weekly Flu Report,2,Minimal,Jan-14-2017,2,2016-17
23370,Massachusetts,Influenza Surveillance Data,2,Minimal,Jan-14-2017,2,2016-17
23371,Michigan,Influenza Activity and Surveillance,2,Minimal,Jan-14-2017,2,2016-17
23372,Oregon,Influenza Disease Surveillance Data,2,Minimal,Jan-14-2017,2,2016-17
23373,Rhode Island,Influenza Surveillance,2,Minimal,Jan-14-2017,2,2016-17
23374,South Dakota,Influenza Information,3,Minimal,Jan-14-2017,2,2016-17
23375,Florida,Weekly Influenza Surveillance Reports,3,Minimal,Jan-14-2017,2,2016-17
23376,Arkansas,Communicable Disease and Immunizations,3,Minimal,Jan-14-2017,2,2016-17
23377,Arizona,Influenza & RSV Surveillance,4,Low,Jan-14-2017,2,2016-17
23378,Hawaii,Hawaii's Influenza Surveillance Program,4,Low,Jan-14-2017,2,2016-17
23379,Colorado,Influenza Surveillance,4,Low,Jan-14-2017,2,2016-17
23380,Texas,Influenza Surveillance,4,Low,Jan-14-2017,2,2016-17
23381,Pennsylvania,Influenza Weekly Report ,4,Low,Jan-14-2017,2,2016-17
23382,Washington,Influenza Update,4,Low,Jan-14-2017,2,2016-17
23383,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",4,Low,Jan-14-2017,2,2016-17
23384,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,4,Low,Jan-14-2017,2,2016-17
23385,Louisiana,Influenza,5,Low,Jan-14-2017,2,2016-17
23386,Idaho,Influenza,5,Low,Jan-14-2017,2,2016-17
23387,Illinois,Seasonal Influenza Surveillance Reports,5,Low,Jan-14-2017,2,2016-17
23388,Alaska,Influenza Surveillance Report,5,Low,Jan-14-2017,2,2016-17
23389,California,Influenza (Flu),5,Low,Jan-14-2017,2,2016-17
23390,Alabama,Influenza Surveillance,6,Moderate,Jan-14-2017,2,2016-17
23391,Kansas,Influenza Information,6,Moderate,Jan-14-2017,2,2016-17
23392,Kentucky,Influenza - Flu,6,Moderate,Jan-14-2017,2,2016-17
23393,Puerto Rico,Puerto Rico Departamento de Salud,6,Moderate,Jan-14-2017,2,2016-17
23394,Utah,Seasonal Influenza Weekly Update,6,Moderate,Jan-14-2017,2,2016-17
23395,Tennessee,Influenza-Like Illness Surveillance Summary Archive,7,Moderate,Jan-14-2017,2,2016-17
23396,South Carolina,Influenza Activity and Surveillance,7,Moderate,Jan-14-2017,2,2016-17
23397,Wyoming,Influenza,7,Moderate,Jan-14-2017,2,2016-17
23398,Virginia,Virginia Weekly Influenza Activity Report,7,Moderate,Jan-14-2017,2,2016-17
23399,Missouri,Influenza Data & Statistical Reports ,7,Moderate,Jan-14-2017,2,2016-17
23400,Georgia,Weekly Influenza Surveillance in Georgia,7,Moderate,Jan-14-2017,2,2016-17
23401,New York City,Surveillance Data,8,High,Jan-14-2017,2,2016-17
23402,New Jersey,Seasonal Influenza - Surveillance,9,High,Jan-14-2017,2,2016-17
23403,New York,"Influenza Activity, Surveillance and Reports",10,High,Jan-14-2017,2,2016-17
23404,Oklahoma,Influenza Information,10,High,Jan-14-2017,2,2016-17
23405,Vermont,Flu Activity,1,Minimal,Jan-21-2017,3,2016-17
23406,Connecticut,Flu Statistics,1,Minimal,Jan-21-2017,3,2016-17
23407,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jan-21-2017,3,2016-17
23408,Maine,Weekly Surveillance Updates,1,Minimal,Jan-21-2017,3,2016-17
23409,Montana,Influenza: What You Need to Know,1,Minimal,Jan-21-2017,3,2016-17
23410,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jan-21-2017,3,2016-17
23411,North Dakota,Influenza,1,Minimal,Jan-21-2017,3,2016-17
23412,Ohio,Influenza Information,2,Minimal,Jan-21-2017,3,2016-17
23413,Rhode Island,Influenza Surveillance,2,Minimal,Jan-21-2017,3,2016-17
23414,Wisconsin,Tracking Influenza in Wisconsin,2,Minimal,Jan-21-2017,3,2016-17
23415,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",3,Minimal,Jan-21-2017,3,2016-17
23416,Maryland,Influenza Surveillance,3,Minimal,Jan-21-2017,3,2016-17
23417,Massachusetts,Influenza Surveillance Data,3,Minimal,Jan-21-2017,3,2016-17
23418,Michigan,Influenza Activity and Surveillance,3,Minimal,Jan-21-2017,3,2016-17
23419,Hawaii,Hawaii's Influenza Surveillance Program,3,Minimal,Jan-21-2017,3,2016-17
23420,Indiana,Influenza in Indiana,3,Minimal,Jan-21-2017,3,2016-17
23421,Iowa,Iowa Influenza Surveillance Network,3,Minimal,Jan-21-2017,3,2016-17
23422,Alaska,Influenza Surveillance Report,4,Low,Jan-21-2017,3,2016-17
23423,Oregon,Influenza Disease Surveillance Data,4,Low,Jan-21-2017,3,2016-17
23424,New Mexico,Flu in New Mexico,4,Low,Jan-21-2017,3,2016-17
23425,North Carolina,North Carolina Influenza Update,4,Low,Jan-21-2017,3,2016-17
23426,West Virginia,Current Influenza Surveillance,4,Low,Jan-21-2017,3,2016-17
23427,South Dakota,Influenza Information,5,Low,Jan-21-2017,3,2016-17
23428,Texas,Influenza Surveillance,5,Low,Jan-21-2017,3,2016-17
23429,Wyoming,Influenza,5,Low,Jan-21-2017,3,2016-17
23430,Puerto Rico,Puerto Rico Departamento de Salud,5,Low,Jan-21-2017,3,2016-17
23431,Illinois,Seasonal Influenza Surveillance Reports,5,Low,Jan-21-2017,3,2016-17
23432,Arizona,Influenza & RSV Surveillance,5,Low,Jan-21-2017,3,2016-17
23433,California,Influenza (Flu),5,Low,Jan-21-2017,3,2016-17
23434,Florida,Weekly Influenza Surveillance Reports,5,Low,Jan-21-2017,3,2016-17
23435,Minnesota,Weekly Influenza Activity: Statistics,5,Low,Jan-21-2017,3,2016-17
23436,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,6,Moderate,Jan-21-2017,3,2016-17
23437,Idaho,Influenza,6,Moderate,Jan-21-2017,3,2016-17
23438,Colorado,Influenza Surveillance,6,Moderate,Jan-21-2017,3,2016-17
23439,Arkansas,Communicable Disease and Immunizations,6,Moderate,Jan-21-2017,3,2016-17
23440,Nebraska,Weekly Flu Report,6,Moderate,Jan-21-2017,3,2016-17
23441,Utah,Seasonal Influenza Weekly Update,6,Moderate,Jan-21-2017,3,2016-17
23442,Virginia,Virginia Weekly Influenza Activity Report,6,Moderate,Jan-21-2017,3,2016-17
23443,Tennessee,Influenza-Like Illness Surveillance Summary Archive,7,Moderate,Jan-21-2017,3,2016-17
23444,Louisiana,Influenza,7,Moderate,Jan-21-2017,3,2016-17
23445,Pennsylvania,Influenza Weekly Report ,7,Moderate,Jan-21-2017,3,2016-17
23446,Missouri,Influenza Data & Statistical Reports ,8,High,Jan-21-2017,3,2016-17
23447,New York City,Surveillance Data,9,High,Jan-21-2017,3,2016-17
23448,Washington,Influenza Update,9,High,Jan-21-2017,3,2016-17
23449,Kentucky,Influenza - Flu,9,High,Jan-21-2017,3,2016-17
23450,Alabama,Influenza Surveillance,10,High,Jan-21-2017,3,2016-17
23451,New Jersey,Seasonal Influenza - Surveillance,10,High,Jan-21-2017,3,2016-17
23452,South Carolina,Influenza Activity and Surveillance,10,High,Jan-21-2017,3,2016-17
23453,New York,"Influenza Activity, Surveillance and Reports",10,High,Jan-21-2017,3,2016-17
23454,Oklahoma,Influenza Information,10,High,Jan-21-2017,3,2016-17
23455,Kansas,Influenza Information,10,High,Jan-21-2017,3,2016-17
23456,Georgia,Weekly Influenza Surveillance in Georgia,10,High,Jan-21-2017,3,2016-17
23457,Vermont,Flu Activity,1,Minimal,Jan-28-2017,4,2016-17
23458,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jan-28-2017,4,2016-17
23459,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jan-28-2017,4,2016-17
23460,Maine,Weekly Surveillance Updates,1,Minimal,Jan-28-2017,4,2016-17
23461,Montana,Influenza: What You Need to Know,1,Minimal,Jan-28-2017,4,2016-17
23462,Alaska,Influenza Surveillance Report,3,Minimal,Jan-28-2017,4,2016-17
23463,Maryland,Influenza Surveillance,3,Minimal,Jan-28-2017,4,2016-17
23464,Massachusetts,Influenza Surveillance Data,3,Minimal,Jan-28-2017,4,2016-17
23465,Idaho,Influenza,3,Minimal,Jan-28-2017,4,2016-17
23466,Ohio,Influenza Information,3,Minimal,Jan-28-2017,4,2016-17
23467,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",3,Minimal,Jan-28-2017,4,2016-17
23468,West Virginia,Current Influenza Surveillance,3,Minimal,Jan-28-2017,4,2016-17
23469,Wisconsin,Tracking Influenza in Wisconsin,3,Minimal,Jan-28-2017,4,2016-17
23470,Utah,Seasonal Influenza Weekly Update,4,Low,Jan-28-2017,4,2016-17
23471,Connecticut,Flu Statistics,4,Low,Jan-28-2017,4,2016-17
23472,Michigan,Influenza Activity and Surveillance,4,Low,Jan-28-2017,4,2016-17
23473,Arizona,Influenza & RSV Surveillance,4,Low,Jan-28-2017,4,2016-17
23474,Colorado,Influenza Surveillance,5,Low,Jan-28-2017,4,2016-17
23475,Minnesota,Weekly Influenza Activity: Statistics,5,Low,Jan-28-2017,4,2016-17
23476,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,5,Low,Jan-28-2017,4,2016-17
23477,Nebraska,Weekly Flu Report,5,Low,Jan-28-2017,4,2016-17
23478,Florida,Weekly Influenza Surveillance Reports,5,Low,Jan-28-2017,4,2016-17
23479,Oregon,Influenza Disease Surveillance Data,5,Low,Jan-28-2017,4,2016-17
23480,Rhode Island,Influenza Surveillance,5,Low,Jan-28-2017,4,2016-17
23481,North Carolina,North Carolina Influenza Update,5,Low,Jan-28-2017,4,2016-17
23482,New Mexico,Flu in New Mexico,5,Low,Jan-28-2017,4,2016-17
23483,Washington,Influenza Update,5,Low,Jan-28-2017,4,2016-17
23484,Wyoming,Influenza,6,Moderate,Jan-28-2017,4,2016-17
23485,Illinois,Seasonal Influenza Surveillance Reports,6,Moderate,Jan-28-2017,4,2016-17
23486,Iowa,Iowa Influenza Surveillance Network,6,Moderate,Jan-28-2017,4,2016-17
23487,Hawaii,Hawaii's Influenza Surveillance Program,6,Moderate,Jan-28-2017,4,2016-17
23488,California,Influenza (Flu),6,Moderate,Jan-28-2017,4,2016-17
23489,Louisiana,Influenza,7,Moderate,Jan-28-2017,4,2016-17
23490,Indiana,Influenza in Indiana,7,Moderate,Jan-28-2017,4,2016-17
23491,Puerto Rico,Puerto Rico Departamento de Salud,7,Moderate,Jan-28-2017,4,2016-17
23492,Virginia,Virginia Weekly Influenza Activity Report,7,Moderate,Jan-28-2017,4,2016-17
23493,North Dakota,Influenza,7,Moderate,Jan-28-2017,4,2016-17
23494,South Dakota,Influenza Information,7,Moderate,Jan-28-2017,4,2016-17
23495,Tennessee,Influenza-Like Illness Surveillance Summary Archive,8,High,Jan-28-2017,4,2016-17
23496,Texas,Influenza Surveillance,8,High,Jan-28-2017,4,2016-17
23497,Pennsylvania,Influenza Weekly Report ,8,High,Jan-28-2017,4,2016-17
23498,New York City,Surveillance Data,8,High,Jan-28-2017,4,2016-17
23499,Arkansas,Communicable Disease and Immunizations,8,High,Jan-28-2017,4,2016-17
23500,Alabama,Influenza Surveillance,10,High,Jan-28-2017,4,2016-17
23501,Kansas,Influenza Information,10,High,Jan-28-2017,4,2016-17
23502,Kentucky,Influenza - Flu,10,High,Jan-28-2017,4,2016-17
23503,Georgia,Weekly Influenza Surveillance in Georgia,10,High,Jan-28-2017,4,2016-17
23504,Missouri,Influenza Data & Statistical Reports ,10,High,Jan-28-2017,4,2016-17
23505,South Carolina,Influenza Activity and Surveillance,10,High,Jan-28-2017,4,2016-17
23506,Oklahoma,Influenza Information,10,High,Jan-28-2017,4,2016-17
23507,New York,"Influenza Activity, Surveillance and Reports",10,High,Jan-28-2017,4,2016-17
23508,New Jersey,Seasonal Influenza - Surveillance,10,High,Jan-28-2017,4,2016-17
23509,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Jul-01-2017,26,2016-17
23510,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Jul-01-2017,26,2016-17
23511,Hawaii,Hawaii's Influenza Surveillance Program,1,Minimal,Jul-01-2017,26,2016-17
23512,New York City,Surveillance Data,1,Minimal,Jul-01-2017,26,2016-17
23513,Alabama,Influenza Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23514,Alaska,Influenza Surveillance Report,1,Minimal,Jul-01-2017,26,2016-17
23515,Arizona,Influenza & RSV Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23516,Arkansas,Communicable Disease and Immunizations,1,Minimal,Jul-01-2017,26,2016-17
23517,California,Influenza (Flu),1,Minimal,Jul-01-2017,26,2016-17
23518,Colorado,Influenza Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23519,Connecticut,Flu Statistics,1,Minimal,Jul-01-2017,26,2016-17
23520,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jul-01-2017,26,2016-17
23521,Ohio,Influenza Information,1,Minimal,Jul-01-2017,26,2016-17
23522,Oklahoma,Influenza Information,1,Minimal,Jul-01-2017,26,2016-17
23523,Oregon,Influenza Disease Surveillance Data,1,Minimal,Jul-01-2017,26,2016-17
23524,Pennsylvania,Influenza Weekly Report ,1,Minimal,Jul-01-2017,26,2016-17
23525,Rhode Island,Influenza Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23526,South Carolina,Influenza Activity and Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23527,South Dakota,Influenza Information,1,Minimal,Jul-01-2017,26,2016-17
23528,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Jul-01-2017,26,2016-17
23529,Texas,Influenza Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23530,Utah,Seasonal Influenza Weekly Update,1,Minimal,Jul-01-2017,26,2016-17
23531,Vermont,Flu Activity,1,Minimal,Jul-01-2017,26,2016-17
23532,Virginia,Virginia Weekly Influenza Activity Report,1,Minimal,Jul-01-2017,26,2016-17
23533,Washington,Influenza Update,1,Minimal,Jul-01-2017,26,2016-17
